user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Corey Snow ☁️☄,MA,Director: Education Industry Solutions Integrations & Architecture @SalesforceOrg ➰ Former #SalesforceMVP : HigherEd Community Leader : @NEDreamin Organizer,2009-06-24 20:09:31,6007,1868,44965,False,2020-08-22 04:40:05,"MyPOV: Sadly, Fall is bringing forth a secondary #COVID19 capitulation.
Many (including myself) were hopeful for so… https://t.co/dsMdkMTsEj",['COVID19'],Twitter for iPhone,False
Erica,NJ,,2014-12-08 11:44:16,175,99,5168,False,2020-08-22 04:23:18,Sitting in my bffs house on the beach chair again. Sofas have been on transition for weeks now #COVID19,['COVID19'],Twitter Web App,False
justinscake,LA,Glitter Goddess of the Sunset Strip,2009-04-02 17:46:54,819,408,331314,False,2020-08-22 04:20:34,@ABC7 #COVID19 Karma will take care of them.,['COVID19'],Twitter Web App,False
🌹🌻 ~ Stella Jaide ~ 🌞🌺,"Never far from Kansas City,MO",Recovering 🚑. I chase ⛈🌪& 📸 👥. Horribly 💋 w/ Salvador Perez. I 💖 C-130 ✈️& things that go 💥.,2009-10-24 01:57:06,366,1162,23263,False,2020-08-22 04:05:08,Got #COVID19 tested at 11am today and my results were back at 8pm earlier. (I’m negative.),['COVID19'],Twitter for iPad,False
Lobzang,WA,Re-incarnated #Ghostofthepast,2020-07-26 16:16:56,4,14,2056,False,2020-08-22 03:55:01,"#Covid19 must have had terrible impact on human lives but it certainly did revive mother nature from extinction. 

#justsaying","['Covid19', 'justsaying']",Twitter for iPhone,False
(((Tam))) Antifa Contracts & Supply Chain,TX,"We do not see things as they are, we see them as we are - Anais Nin",2010-09-29 23:16:56,19546,8192,512629,False,2020-08-22 03:52:06,"@WhiteHouse @realDonaldTrump Dotard tramples #cotus daily.  

This is not America’s destiny.  We have 4% of global… https://t.co/VQJBweGO2k",['cotus'],Twitter for iPad,False
Kristin,NJ,My LOLs are most people’s WTFs.,2010-06-07 01:49:59,740,953,12205,False,2020-08-22 03:29:57,"And I’ll say it again. 

Baseball should have been shelved. 

#Mets #SubwaySeries #Yankees #COVID19","['Mets', 'SubwaySeries', 'Yankees', 'COVID19']",Twitter for iPhone,False
Tamara Rogers,NY,"PROUD DEMOCRAT!!! Degree in Business Mngt. Admin., 20+ yrs Retail, 18 yrs in the field of Transportation, 10 yrs Medical, 33 yr. Single parent...SUPERWOMAN!🇺🇸",2009-05-09 03:25:58,430,1498,4034,False,2020-08-22 02:46:27,"""COVID-19: Updates for the US"" #covid19 https://t.co/wRmEgKC4I1",['covid19'],Twitter for Android,False
Linsey Laeger,Mi,"Conservative, Pro-American American🇺🇸. Support #1A, #2A🇺🇸. I don’t fight because I hate what’s in front of me, I fight because I love what’s behind me🇺🇸.",2018-02-21 18:57:33,202,181,374,False,2020-08-22 02:46:10,"@VonWolf9 @KayaJones @mchooyah @Delta It isn't heroic, it is common sense. No scientific evidence support that mask… https://t.co/NgSHIrZfuu",,Twitter Web App,False
Mark Olivito,NJ,"Celebrating life's difference makers. #Entrepreneur that lives by the magical 2 H’s: Heart & Hustle. #CEO, Investor, Mentor, Owner @paverartllc",2011-07-04 13:46:51,7175,6961,599,False,2020-08-22 02:43:38,This. #COVID19 #leadership https://t.co/i81qAuvihP,"['COVID19', 'leadership']",Twitter for iPhone,False
Candida Fink MD,NY,Doc; Peds psychiatrist; Bipolar Disorder 4 Dummies;ARNG vet;Healthcare is a human right;Black lives matter;Gender equity; Compassion 4 kids; views r not advice,2011-08-05 23:45:31,2186,1955,15565,False,2020-08-22 02:25:50,"Has been a ferocious week in my practice-sadness &amp; fear.   #COVID19 grief, loss, uncertainty.A coherent,shared narr… https://t.co/B82b3Aei9j",['COVID19'],Twitter for iPhone,False
I Didn’t Sign Up For This,DC,"❤️VILLANOVA Basketball, London & NYC, Humor, Kindness, Dogs, Wine, Coffee, Blocked by DLoesch 🚫DM’S #Resist #BidenHarris2020 #NoJusticeNoPeace #BLM 🌊🌊",2009-03-17 23:07:20,5526,5723,35951,False,2020-08-22 02:09:35,"@yashar @manvillehoya @MarthaMcSally @CaptMarkKelly So losing upwards of 175,000 Americans to #COVID19 wasn’t enoug… https://t.co/rDj9VTjB2M",['COVID19'],Twitter for iPad,False
Soulkin,NC,"NC-ConstitutionChristian, #IStandWithIsrael #PJNET #RenewUS   #COSProject",2014-01-01 23:19:02,7328,4814,23468,False,2020-08-22 02:09:10,"Did you like the COVID lockdown? Then you’ll LOVE Joe Biden.
#COVID19 #coronavirus #DEMOCRATS #GOP #Americans 
https://t.co/MnBTqxUES3","['COVID19', 'coronavirus', 'DEMOCRATS', 'GOP', 'Americans']",Twitter for Android,False
PJ *2020 #KILLSHELTERS Must #StopTheKillings !!,MA,"Life can be cruel ... HUMANS are the CRUELEST creatures known to man, more than any other #animal in existence!!",2012-05-13 02:30:20,1066,1202,123644,False,2020-08-22 02:09:09,"@realDonaldTrump Boo hoo... No tears for you! 
My eyes weep for those who have #Died of #COVID19 /#coronavirus . Yo… https://t.co/JGCxcKMa91","['Died', 'COVID19', 'coronavirus']",Twitter Web App,False
My Villa,"Toronto,ON & Niagara Falls,NY","Mom of a toddler 👧🏻 and baby on the way🤰🏽Love WWE & UFC, Fishing, Raptors, Blue Jays, Photography, Cupcakes & Donuts, Concerts & entering contests 😃",2012-11-23 03:33:22,1917,4284,37210,False,2020-08-22 01:55:07,It still boggles my mind how clueless some people are about Quarantine. No.... it infuriates me. So stupid #COVID19 #COVIDIOTS,"['COVID19', 'COVIDIOTS']",Twitter for iPhone,False
nikitaBDW,Tn,Retired :Speaking Truth to Power/ We The People / Live And Let Live; Injustice Any Where Is An Injustice Every Where (MLKJ). living laughing & loving : +,2011-10-21 03:11:57,803,1108,37838,False,2020-08-22 01:23:58,@realDonaldTrump When the socalled president was asked by a reporter what would he say to the families that have lo… https://t.co/NKfI0S1fX4,,Twitter for Android,False
Waskow,VT,"I'm from Vermont and I do what I want! Geek, Baller, Smack Talker NFL Tennessee Titans NHL Ottawa Senators NBA New York Knicks",2010-08-03 01:17:21,151,500,856,False,2020-08-22 01:23:17,The wildest thing I have heard i this time... Someone from Montreal is able to come to Vermont... Via a plane fligh… https://t.co/RJDD3Mi3HB,,Twitter for iPhone,False
Randall Judt,DC,@usarmy Veteran. An international man of mystery and random wiki facts. Comments are my own.,2009-04-01 00:19:04,521,1171,102944,False,2020-08-22 01:04:29,"Days after photos/videos of crowded bars in Tuscaloosa were spread widely online, University of Alabama is seeing r… https://t.co/8FFOmbFxgG",,Twitter for iPhone,False
PJ *2020 #KILLSHELTERS Must #StopTheKillings !!,MA,"Life can be cruel ... HUMANS are the CRUELEST creatures known to man, more than any other #animal in existence!!",2012-05-13 02:30:20,1066,1202,123644,False,2020-08-22 00:35:59,@richardcorcoran @kimguilfoyle @LaraLeaTrump @mercedesschlapp @KatPiersonNews #Florida Hillsborough Cnty… https://t.co/FJ2BsOAwBv,['Florida'],Twitter Web App,False
Todd J Zola,"wilmington,nc","Entertainer/Influencer
https://t.co/hv4X46EP40",2009-09-07 21:54:11,493,162,3696,False,2020-08-22 00:29:54,"#USPS just came by 2x tonight. 6pm, 8pm. And the fact that any post master general won't say. Is they're slowing do… https://t.co/mY1qNgPQNE",['USPS'],Twitter for Android,False
🦋 Rosalyn,NC,"Poet, ""Collisions on a Non-existent Highway"" available on Amazon. #Bones lover. #Biden2020. #VoteBlue",2009-03-19 19:00:36,1790,1901,155848,False,2020-08-30 08:03:06,"@Executiveoffi11 @Weinsteinlaw Florida now has 11,000 deaths from #COVID19. Republican Governor made a mess.",['COVID19'],Twitter for iPad,False
Will°,TN,#Trump2020 ❤️🇺🇸,2012-12-20 06:55:19,2331,4516,58259,False,2020-08-30 07:12:26,"So this new #CDC #COVID19 info is literally keeping me up at night... Covid19 has apparently only killed about 10,0… https://t.co/H1BRBNNwGb","['CDC', 'COVID19']",Twitter for iPhone,False
Garnet,NY,"It's your world , I just live in it.",2010-09-01 17:30:43,189,278,41136,False,2020-08-30 05:51:15,I kill zombies! #COVID19 https://t.co/Avt37UFIpd,['COVID19'],Twitter Web App,False
Grace Ashby,"Perth,WA",,2009-04-01 09:03:39,70,577,58,False,2020-08-30 05:26:22,Experts warn closing the gender pay gap will take longer as female dominated industries are hit by #COVID19. In Apr… https://t.co/c5VYhqzeOW,['COVID19'],Twitter Web App,False
SpencerAdkins,"Huntington,WV",Meteorologist. Strategist. Overall Enthusiast. Into a little of everything. Chief meteorologist WOWK TV station. Band Dad-Marching Arts/DCI Fanatic,2011-10-13 05:04:29,10367,6106,49401,True,2020-08-30 05:01:20,"Several WV High School football games canceled due to color-coded COVID-19 map
#COVID19

(Via WOWK News) https://t.co/7xqdgaKPwX",['COVID19'],Twitter for iPhone,False
SpencerAdkins,"Huntington,WV",Meteorologist. Strategist. Overall Enthusiast. Into a little of everything. Chief meteorologist WOWK TV station. Band Dad-Marching Arts/DCI Fanatic,2011-10-13 05:04:29,10367,6106,49401,True,2020-08-30 05:00:26,"The “new normal” for sports - orange or red = no games this week.  Monroe County shifts to red; Kanawha, Fayette, a… https://t.co/2ytTZMHzTN",,Twitter for iPhone,False
Dan Acton 🇺🇸🇮🇱 #InvestigateOhioRXBoard,"Butler Co & Columbus,OH",OH's 2nd most widely read Twitter #GOP #Politics #RealEstate Followed by 100's of officeholders & media #RepublicanJedi. Unofficial #MyPillow Ambassador 🚁🛩,2012-05-29 02:37:53,74203,76756,246335,False,2020-08-30 04:53:15,"Seeing as it’s in Oregon, I’m quite sure it will be ruled #COVID19 https://t.co/jHAVvDDEpu",['COVID19'],Twitter for iPhone,False
Work for Biden-Harris and Blue Tsunami ✍️,MN,"ProtectTheUSPS, BLM, HealthcareVoter, BidenHarris2020 - I block MAGAts, & VET all accounts. NO LISTS https://t.co/lRwzMauCQY",2015-12-15 18:30:47,4614,5061,9854,False,2020-08-30 02:48:00,"#COVID19 fatigue sets in for much of the country. For healthcare workers, however, it’s still very much alive. Plea… https://t.co/rf6CZ6VlNo",['COVID19'],Twitter for iPad,False
Stacey Desroches 🌈,MA,"#HRC #Equality #LoveisLove #endracism #humanrights
Be kind. Life is beautiful.
Learning is ageless!
Word/Grammar enthusiast.
Media/Graphics. Happily engaged. ❤",2011-01-22 00:24:09,1970,5002,114398,False,2020-08-30 02:36:10,@joehagansays @Areyousaddrumft It's serious #Hypocrisy that the @GOP #LawAndOrder party has no problems breaking al… https://t.co/5iQL2ur1kR,"['Hypocrisy', 'LawAndOrder']",Twitter for Android,False
Harry Lawrence,Pa,"Christian, Dad, G-pop, 2 time cancer survivor, lover of cheese steaks! I'm left...the right's wrong! #UniteBlue 
Love your neighbor as yourself! :)",2011-10-06 00:24:56,3948,4442,5284,False,2020-08-30 02:20:10,"@realDonaldTrump what about the over 180,000 families who perished from #COVIDー19 #COVID19? https://t.co/BSixXhuTbd","['COVIDー19', 'COVID19']",Twitter for Android,False
dilly,NC,"I'm just a California girl living in a NC world, hunting zombies with my grandsons",2015-02-22 22:19:53,1516,2212,32442,False,2020-08-30 01:08:25,"@catahoulasrule @_America_First If #covid19 is as bad as they say, you would think that there would be proper haz-m… https://t.co/otKNV48YfU",['covid19'],Twitter for Android,False
Mike Sullivan,NY,@thekonstantband. Professional Corgi Owner. #NYJ #WVU #NYCFC. Death Investigator.,2009-08-13 05:02:38,150,379,1573,False,2020-08-30 00:45:09,Am I the only one still quarantining? Cuz it feels like I am the only one still quarantining. #COVID19,['COVID19'],Twitter Web App,False
Kristina,KY,Sometimes I think I need to take a tech-break...and then I open the laptop! ;-),2008-06-29 21:53:45,49,84,137,False,2020-08-29 23:44:13,⁦@ChipotleTweets⁩ Chick doesn’t care about #Covid19 - asked her to cover her nose while she made my food. Fastest b… https://t.co/ZG8Rl16pA0,['Covid19'],Twitter for iPhone,False
Paul Murdock,CT,"ipsa scientia potestas est

All comments are mine and not a reflection of my employer, doctor, dentist or accountant. Oh, and my kids.  They HAVE opinions...",2009-08-10 13:45:01,213,244,12160,False,2020-08-29 23:10:04,@realDonaldTrump @FoxNews No one believes your propaganda. You even got your brother killed with your poor #COVID19… https://t.co/8jVe9xcZyN,['COVID19'],Twitter for Android,False
MKN,SC,"🇺🇸Wife of Vet, Mom, IT PMP, Musician, Pianist.",2020-03-18 14:07:19,865,1256,7472,False,2020-08-29 22:57:14,Berlin protest against #covid19  restrictions. https://t.co/aRxfX4cjP8,['covid19'],Twitter for iPhone,False
Brandy Arbuthnot,"Frisco,TX",,2014-03-02 01:35:20,10,11,26,False,2020-08-29 22:29:39,"Amid #COVID19, #healthcare providers have adopted more forms of telehealth, highlighting the need for a physician c… https://t.co/VDYrvtmPLj","['COVID19', 'healthcare']",Dynamic Signal,False
PrttiBrwnEyez,AZ,"If you ALWAYS Do what you’ve ALWAYS Done, You’ll ALWAYS Get what you’ve ALWAYS Gotten💯AGAINST Discrimination. #BLM ❤️Bravo/Reality 📺 💙🌊",2016-04-20 17:03:52,1371,4428,15871,False,2020-08-29 22:10:21,"What a sad year. 2020 has taken so many Great people in ways we couldn’t have imagined; including: @kobebryant,… https://t.co/rqWw3DfpIv",,Twitter for iPhone,False
𝘚𝘵𝘰𝘳𝘦𝘧𝘳𝘰𝘯𝘵 𝘑𝘦𝘯𝘪𝘶𝘴,LA,the most underrated tweets,2009-04-08 18:21:06,1055,228,1631,False,2020-08-29 22:07:30,Great news. This will be the new trend of birthday “gift cards.” #COVID19 https://t.co/GCTcBYeTCh,['COVID19'],Twitter for iPhone,False
Jeremy Bravo,"Cedar Park,TX","Working Dad. Texan. Independent Candidate for Texas' 31st Congressional District.    Host, Austin Community Talk - @talk_Austin",2010-07-26 14:32:35,12867,843,96006,True,2020-08-29 22:00:12,"#COVID19 is a monster. I’ve seen the soul of #America ripped apart. 

My family lost someone very close to our hear… https://t.co/alV6Ni0wYT","['COVID19', 'America']",Twitter for iPhone,False
DK Martin🌏,NC,Hello Sweeties! Did you miss me? I'm back fighting the Good Fight and getting into Good Trouble. #VoteBlue2020 #VoteByMail #NCVoteBlue2020 #BLM,2020-07-24 18:07:01,45,145,926,False,2020-08-29 21:29:59,@davenewworld_2 Stupidly during a pandemic could cost him his life. #COVID19 doesn't recognize privilege!,['COVID19'],Twitter for Android,False
Adriana Iris,"Savannah,GA",Photographer 📸 @Savannahnow @dosavannah,2009-03-08 14:41:08,1821,1303,2115,False,2020-08-29 20:42:44,In the south the virus is a hoax. Yet here I go to week #4 of recovery and lingering symptoms. #SouthernGothic #COVID19 #Savannah #WearAMask,"['SouthernGothic', 'COVID19', 'Savannah', 'WearAMask']",Twitter for iPhone,False
MakerBlock,CA,"My story is a lot like yours, only more interesting 'cause it involves robots

https://t.co/Z88LPtBqHB, https://t.co/FKWvOGDcyQ, https://t.co/AsBeFYebF3",2010-02-18 17:30:03,1430,441,1157,False,2020-08-29 19:54:07,In case you're confused about interpreting the @PlacerCA #COVID19 charts - focus on the growing disparity between t… https://t.co/FjYpmiopSC,['COVID19'],Twitter Web App,False
